S10,S11,S1,S2,S3,S4,S5,S6,S7,S8,S9
0.7330158352851868,0.43828099966049194,0.9000858664512634,0.876603901386261,0.6802076697349548,0.6681330800056458,0.6054147481918335,0.81807541847229,0.8503371477127075,0.8162267804145813,0.8833299279212952
0.801232635974884,0.45870161056518555,0.9278557300567627,0.9093639254570007,0.7156383395195007,0.6293648481369019,0.6589861512184143,0.844298779964447,0.8227104544639587,0.8797653913497925,0.8630305528640747
0.8221039175987244,0.41298383474349976,0.9974234104156494,0.9825279712677002,0.6988393664360046,0.6799560189247131,0.7085253596305847,0.8040271401405334,0.8448988199234009,0.8070381283760071,0.8433462977409363
0.9819302558898926,0.42548003792762756,0.9902662634849548,0.9833469986915588,0.7541233897209167,0.6574099659919739,0.6244239807128906,0.8663076758384705,0.848379373550415,0.8711632490158081,0.8226368427276611
0.9871130585670471,0.4526059031486511,0.9765244722366333,0.9797979593276978,0.8210140466690063,0.6475116610527039,0.7828341126441956,0.8824630975723267,0.8153143525123596,0.7372434139251709,0.8726676106452942
0.9850119352340698,0.4465101957321167,0.9894073605537415,0.962598979473114,0.8228466510772705,0.7899367809295654,0.8505184054374695,0.885272741317749,0.8074831366539001,0.7913978695869446,0.8097190856933594
0.9822103977203369,0.3669613003730774,0.9848268032073975,0.9787060022354126,0.813988983631134,0.8232059478759766,0.8513824939727783,0.8798876404762268,0.7707200050354004,0.8725317716598511,0.8985031843185425
0.9822103977203369,0.48552271723747253,0.9816776514053345,0.9762489795684814,0.852168619632721,0.8207314014434814,0.8605991005897522,0.8487473726272583,0.7661518454551697,0.9180840849876404,0.9413573741912842
0.9871130585670471,0.42334654927253723,0.9891210794448853,0.9732459783554077,0.8170433640480042,0.806708812713623,0.8773041367530823,0.9058768153190613,0.8385903835296631,0.9302052855491638,0.9376665949821472
0.9861325025558472,0.442548006772995,0.9851130843162537,0.9819819927215576,0.8616371154785156,0.8130327463150024,0.8631912469863892,0.9035354852676392,0.7572329640388489,0.9329423308372498,0.8976830244064331
