S10,S11,S1,S2,S3,S4,S5,S6,S7,S8,S9
0.5809204578399658,0.7914273738861084,0.8200027942657471,0.8324695229530334,0.9057291150093079,0.856422483921051,0.5995237231254578,0.9065695405006409,0.8892001509666443,0.8107578158378601,0.8831769227981567
0.9092470407485962,0.7326080799102783,0.43431881070137024,0.43523314595222473,0.48460835218429565,0.3977445960044861,0.42304176092147827,0.38311490416526794,0.5056385397911072,0.3285583555698395,0.4574824869632721
0.9090909361839294,0.7237237095832825,0.9833469986915588,0.9997137188911438,0.8519896864891052,0.7214428782463074,0.7380475401878357,0.8912109732627869,0.9081019163131714,0.819639265537262,0.848554253578186
0.6890653371810913,0.43860721588134766,0.7632864713668823,0.7171655297279358,0.845754861831665,0.725361704826355,0.7188097238540649,0.8897078633308411,0.8837018609046936,0.8050777912139893,0.8394758105278015
0.6277151703834534,0.4679681062698364,0.6387132406234741,0.6216661930084229,0.6323893070220947,0.6948686838150024,0.668295681476593,0.7165547013282776,0.740378737449646,0.7364080548286438,0.8023824095726013
0.650921642780304,0.60426265001297,0.6794354915618896,0.6105991005897522,0.7862903475761414,0.8214285969734192,0.8086335062980652,0.7973604798316956,0.7044267058372498,0.42782512307167053,0.693428635597229
0.7747600078582764,0.5125263333320618,0.9040037393569946,0.8983844518661499,0.8721610903739929,0.907515823841095,0.8028564453125,0.7373272180557251,0.7180299758911133,0.6059907674789429,0.6779953837394714
0.7883402109146118,0.8472917079925537,0.6077876687049866,0.5929954051971436,0.721340000629425,0.5888622999191284,0.6554274559020996,0.6602131724357605,0.8466401100158691,0.6457504034042358,0.8386794924736023
0.7976539731025696,0.5951124429702759,0.5042033195495605,0.5433040261268616,0.7288367748260498,0.622287392616272,0.6799609065055847,0.625806450843811,0.7880743145942688,0.7413530349731445,0.7058951258659363
0.7859339714050293,0.6655731201171875,0.8679516315460205,0.6899733543395996,0.8921468257904053,0.7164240479469299,0.7004305720329285,0.7730162143707275,0.8246873021125793,0.5677670836448669,0.7098729014396667
