S10,S11,S1,S2,S3,S4,S5,S6,S7,S8,S9
0.445966511964798,0.7843137383460999,0.813725471496582,0.8543417453765869,0.9292716979980469,0.7542017102241516,0.6232492923736572,0.906862735748291,0.8634454011917114,0.7990196347236633,0.8802521228790283
0.907010018825531,0.6680972576141357,0.5372906923294067,0.44140028953552246,0.5479452013969421,0.398782342672348,0.3957382142543793,0.46879756450653076,0.5966514348983765,0.3394216001033783,0.4794520437717438
0.8431105017662048,0.6589359045028687,0.9822646379470825,0.9985693693161011,0.7711015939712524,0.8197425007820129,0.7625178694725037,0.9356223344802856,0.8583691120147705,0.7725321650505066,0.8283261656761169
0.6320610642433167,0.5022900700569153,0.7114503979682922,0.7190839648246765,0.8567530512809753,0.8417462706565857,0.6834924817085266,0.8922237157821655,0.8390177488327026,0.6916780471801758,0.8117325901985168
0.6085164546966553,0.4368131756782532,0.6140109896659851,0.7032967209815979,0.6373626589775085,0.6977099180221558,0.6900763511657715,0.7343511581420898,0.7007633447647095,0.6305343508720398,0.8091602921485901
0.5741007328033447,0.533812940120697,0.6215827465057373,0.6273381114006042,0.8014388680458069,0.7928057312965393,0.8049450516700745,0.6909340620040894,0.692307710647583,0.557692289352417,0.6648351550102234
0.7695906162261963,0.47017544507980347,0.8350877165794373,0.8935672640800476,0.8350877165794373,0.9087719321250916,0.8725146055221558,0.7165467739105225,0.6776978373527527,0.631654679775238,0.6820144057273865
0.803260862827301,0.583695650100708,0.541304349899292,0.627173900604248,0.7445651888847351,0.5249999761581421,0.6119565367698669,0.678260862827301,0.8257309794425964,0.6678362488746643,0.8105263113975525
0.7341153621673584,0.5444770455360413,0.6715542674064636,0.6412512063980103,0.733137845993042,0.6842619776725769,0.7077223658561707,0.6158357858657837,0.803519070148468,0.7445651888847351,0.7054347991943359
0.7520492076873779,0.5420082211494446,0.7827869057655334,0.6731557250022888,0.8381147384643555,0.7100409865379333,0.7694672346115112,0.806352436542511,0.7899590134620667,0.5665983557701111,0.6999022364616394
