S10,S11,S1,S2,S3,S4,S5,S6,S7,S8,S9
0.8036529421806335,0.9334734082221985,0.970588207244873,0.9831932783126831,0.976190447807312,0.9558823704719543,0.9474790096282959,0.9803921580314636,0.9467787146568298,0.9383753538131714,0.9593837261199951
0.8912732601165771,0.8841201663017273,0.8508371114730835,0.7869101762771606,0.9041095972061157,0.788432240486145,0.8477929830551147,0.8097412586212158,0.8797564506530762,0.7366818785667419,0.7427701950073242
0.9549795389175415,0.8581173419952393,0.9849931597709656,1.0,0.8969957232475281,0.9570815563201904,0.8841201663017273,0.9742489457130432,0.8726752400398254,0.8755365014076233,0.9642346501350403
0.7480915784835815,0.743511438369751,0.8274809122085571,0.7938931584358215,0.968622088432312,0.9236016273498535,0.9263301491737366,0.9454297423362732,0.941336989402771,0.8540245294570923,0.9167803525924683
0.7486263513565063,0.6497252583503723,0.833791196346283,0.8214285969734192,0.7513736486434937,0.818320631980896,0.8687022924423218,0.8061068654060364,0.7389312982559204,0.7862595319747925,0.7984732985496521
0.8417266011238098,0.7669064998626709,0.8201438784599304,0.9136690497398376,0.8057553768157959,0.9237409830093384,0.791208803653717,0.817307710647583,0.7788461446762085,0.5645604133605957,0.7884615659713745
0.8947368264198303,0.7929824590682983,0.886549711227417,0.9309941530227661,0.8736842274665833,0.9555555582046509,0.8970760107040405,0.8633093237876892,0.8230215907096863,0.8057553768157959,0.7712230086326599
0.895652174949646,0.957608699798584,0.7945652008056641,0.9032608866691589,0.929347813129425,0.8304347991943359,0.908695638179779,0.8880434632301331,0.8584795594215393,0.7894737124443054,0.874853789806366
0.7829912304878235,0.7722384929656982,0.7487781047821045,0.7810361385345459,0.7898338437080383,0.7575757503509521,0.9042032957077026,0.8367546200752258,0.80840665102005,0.9195652008056641,0.9010869860649109
0.8842213153839111,0.8821721076965332,0.9211065769195557,0.9631147384643555,0.9743852615356445,0.9825819730758667,0.8084016442298889,0.9569672346115112,0.9610655903816223,0.868852436542511,0.7165200114250183
