S10,S11,S1,S2,S3,S4,S5,S6,S7,S8,S9
0.46879756450653076,0.7717086672782898,0.8165265917778015,0.9026610851287842,0.8704481720924377,0.8284313678741455,0.6442577242851257,0.8130252361297607,0.8634454011917114,0.8508403301239014,0.8886554837226868
0.8798283338546753,0.5722460746765137,0.6027397513389587,0.4444444477558136,0.5068492889404297,0.4398782253265381,0.4779299795627594,0.465753436088562,0.5509893298149109,0.4292237460613251,0.4490106403827667
0.9031378030776978,0.6166439056396484,0.968622088432312,0.995708167552948,0.8483548164367676,0.7739627957344055,0.7038626670837402,0.9012875556945801,0.8340486288070679,0.7024320363998413,0.8454935550689697
0.6931297779083252,0.6305343508720398,0.7267175316810608,0.7190839648246765,0.8185538649559021,0.8090040683746338,0.7107776403427124,0.9249659180641174,0.7626193761825562,0.7353342175483704,0.8212823867797852
0.5796703100204468,0.4079670310020447,0.6950549483299255,0.6881868243217468,0.6346153616905212,0.7465648651123047,0.64732825756073,0.7358778715133667,0.6870229244232178,0.676335871219635,0.8335877656936646
0.6258992552757263,0.5122302174568176,0.6086331009864807,0.6345323920249939,0.7712230086326599,0.8071942329406738,0.8282967209815979,0.7486263513565063,0.651098906993866,0.4532966911792755,0.6785714030265808
0.8081871271133423,0.582456111907959,0.8421052694320679,0.859649121761322,0.8502923846244812,0.8912280797958374,0.8023391962051392,0.7079136967658997,0.6517985463142395,0.6129496693611145,0.7597122192382812
0.7141304612159729,0.85326087474823,0.47608694434165955,0.657608687877655,0.7239130139350891,0.553260862827301,0.7847825884819031,0.6521739363670349,0.8070175647735596,0.6339181065559387,0.7883040904998779
0.6871945261955261,0.5141739845275879,0.5835776925086975,0.5923753380775452,0.7790811061859131,0.6148582696914673,0.764418363571167,0.6138807535171509,0.7898338437080383,0.814130425453186,0.747826099395752
0.8555327653884888,0.693647563457489,0.8524590134620667,0.748975396156311,0.8452869057655334,0.7305327653884888,0.7469262480735779,0.7653688788414001,0.813524603843689,0.5932376980781555,0.6520038843154907
